neighbourhood_cleansed,latitude,longitude,estimated_occupancy_l365d,room_type,property_type,accommodates,bedrooms,bathrooms,number_of_reviews,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_value,review_scores_location,availability_365,host_is_superhost,amenities,id,amenities_list,amenity_count,has_full_kitchen,has_laundry,has_parking,has_self_checkin,has_workspace,has_air_conditioning,has_outdoor_space,has_family_friendly,has_premium_leisure,has_view_or_water_access,allows_pets,has_entertainment,property_type_grouped
SECOND WARD,42.6468502,-73.7587258,24,Entire home/apt,Entire condo,2,2.0,2.0,9,0.22,4,5.0,5.0,4.78,135,f,"[""Smoke alarm"", ""Kitchen"", ""Indoor fireplace: electric"", ""Dishwasher"", ""Private patio or balcony"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Outdoor dining area"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Clothing storage"", ""Dining table"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""AC - split type ductless system"", ""Radiant heating"", ""Fast wifi \u2013 188 Mbps"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""50 inch HDTV with Amazon Prime Video, Hulu, Disney+, Netflix, Roku, Chromecast, Apple TV, HBO Max"", ""Outdoor furniture"", ""Books and reading material"", ""Stainless steel electric stove"", ""First aid kit"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free parking on premises"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""High chair""]",699073700185633508,"['Smoke alarm', 'Kitchen', 'Indoor fireplace: electric', 'Dishwasher', 'Private patio or balcony', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Body soap', 'Outdoor dining area', 'Paid parking off premises', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Park view', 'Bathtub', 'Children’s dinnerware', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Baking sheet', 'Clothing storage', 'Dining table', 'Extra pillows and blankets', 'Pets allowed', 'Long term stays allowed', 'Oven', 'AC - split type ductless system', 'Radiant heating', 'Fast wifi – 188 Mbps', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Coffee', '50 inch HDTV with Amazon Prime Video, Hulu, Disney+, Netflix, Roku, Chromecast, Apple TV, HBO Max', 'Outdoor furniture', 'Books and reading material', 'Stainless steel electric stove', 'First aid kit', 'Conditioner', 'Free washer – In unit', 'Courtyard view', 'Children’s books and toys', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Free parking on premises', 'Self check-in', 'Freezer', 'Free street parking', 'Lockbox', 'Fire extinguisher', 'Free dryer – In unit', 'Cleaning products', 'High chair']",61,1,1,1,1,1,1,1,1,0,1,1,1,Entire place
THIRTEENTH WARD,42.67075,-73.79704,18,Entire home/apt,Entire guest suite,7,3.0,1.0,6,0.32,3,4.67,4.67,4.67,299,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Cleaning products"", ""Bidet""]",703551649845095095,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Private patio or balcony', 'Clothing storage: closet and dresser', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Body soap', 'Indoor fireplace', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Shampoo', 'Iron', 'Room-darkening shades', 'Dedicated workspace', 'Microwave', 'Dining table', 'Stainless steel oven', 'Smart lock', 'Long term stays allowed', 'Air conditioning', 'Toaster', 'Essentials', 'Coffee', 'Central heating', 'First aid kit', 'Conditioner', 'Free parking on premises', 'Dishes and silverware', 'Crib', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Fire extinguisher', 'Cleaning products', 'Bidet']",44,1,1,1,1,1,1,1,1,0,0,0,1,Entire place
THIRTEENTH WARD,42.67485,-73.79867,42,Entire home/apt,Entire rental unit,2,1.0,1.0,9,0.22,7,4.89,4.78,4.89,169,t,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Unique stainless steel oven"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Baking sheet"", ""Room-darkening shades"", ""Wine glasses"", ""Free dryer \u2013 In building"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Smart lock"", ""Extra pillows and blankets"", ""Radiant heating"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""First aid kit"", ""TV with Roku"", ""Fast wifi \u2013 327 Mbps"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free washer \u2013 In building"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products""]",704544922160063127,"['Smoke alarm', 'Kitchen', 'Ethernet connection', 'Clothing storage: closet and dresser', 'Gas stove', 'Hot water', 'Hair dryer', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Unique stainless steel oven', 'Cooking basics', 'Ceiling fan', 'Iron', 'Baking sheet', 'Room-darkening shades', 'Wine glasses', 'Free dryer – In building', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Dining table', 'Smart lock', 'Extra pillows and blankets', 'Radiant heating', 'Portable fans', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Coffee', 'First aid kit', 'TV with Roku', 'Fast wifi – 327 Mbps', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free washer – In building', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Cleaning products']",42,1,1,1,1,1,1,0,0,0,0,0,1,Entire place
SECOND WARD,42.64577,-73.7583,78,Entire home/apt,Entire rental unit,2,1.0,1.0,10,0.26,3,4.9,5.0,4.0,364,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""EV charger - level 1"", ""Hot water"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Cooking basics"", ""Fast wifi \u2013 433 Mbps"", ""Iron"", ""Wine glasses"", ""Host greets you"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Washer"", ""Long term stays allowed"", ""Free driveway parking on premises \u2013 2 spaces"", ""Exterior security cameras on property"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Shared patio or balcony"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Freezer"", ""Cleaning products"", ""GE gas stove""]",705660262559003663,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'EV charger - level 1', 'Hot water', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Heating - split type ductless system', 'Cooking basics', 'Fast wifi – 433 Mbps', 'Iron', 'Wine glasses', 'Host greets you', 'Free dryer – In building', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Washer', 'Long term stays allowed', 'Free driveway parking on premises – 2 spaces', 'Exterior security cameras on property', 'Air conditioning', 'Toaster', 'Essentials', 'Coffee', 'Shared patio or balcony', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Freezer', 'Cleaning products', 'GE gas stove']",33,1,1,1,0,1,1,1,0,0,0,0,1,Entire place
THIRTEENTH WARD,42.67261,-73.79262,78,Entire home/apt,Entire rental unit,4,2.0,1.0,72,1.79,13,4.89,4.86,4.88,36,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Baking sheet"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Smart lock"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Backyard"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""First aid kit"", ""Free residential garage on premises"", ""Conditioner"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",717373135846408345,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Shower gel', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Shampoo', 'Iron', 'Hot water kettle', 'Wine glasses', 'Baking sheet', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Clothing storage', 'Heating', 'Smart lock', 'Extra pillows and blankets', 'Pets allowed', 'Long term stays allowed', 'Oven', 'Portable fans', 'Backyard', 'Air conditioning', 'Toaster', 'Essentials', 'Coffee', 'Laundromat nearby', 'Books and reading material', 'First aid kit', 'Free residential garage on premises', 'Conditioner', 'Children’s books and toys', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Fire extinguisher', 'Cleaning products', 'Stove']",50,1,1,1,1,1,1,1,1,0,0,1,1,Entire place
SIXTH WARD,42.65035,-73.76549,0,Entire home/apt,Entire rental unit,2,1.0,1.0,1,0.03,0,5.0,5.0,5.0,292,f,"[""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Fire extinguisher"", ""Garden view"", ""Wifi"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Indoor fireplace"", ""TV"", ""Washer""]",733964865705013296,"['Smoke alarm', 'Kitchen', 'Air conditioning', 'Fire extinguisher', 'Garden view', 'Wifi', 'Carbon monoxide alarm', 'Paid parking on premises', 'Indoor fireplace', 'TV', 'Washer']",11,1,1,1,0,0,1,0,0,0,1,0,1,Entire place
THIRD WARD,42.64564,-73.75261,228,Entire home/apt,Entire rental unit,4,1.0,1.0,105,2.62,38,4.69,4.68,4.49,359,f,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Coffee maker: french press"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Smart lock"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Electric stove"", ""Oven"", ""Radiant heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""55 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Hulu, Netflix"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Bidet"", ""Shared backyard \u2013 Fully fenced""]",735879623743921266,"['Smoke alarm', 'Kitchen', 'Clothing storage: closet and dresser', 'Wifi', 'Shower gel', 'Hot water', 'Hair dryer', 'Body soap', 'Coffee maker: french press', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Dedicated workspace', 'Microwave', 'Dining table', 'Smart lock', 'Paid street parking off premises', 'Extra pillows and blankets', 'Pets allowed', 'Long term stays allowed', 'Electric stove', 'Oven', 'Radiant heating', 'Noise decibel monitors on property', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Coffee', 'Laundromat nearby', '55 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Hulu, Netflix', 'First aid kit', 'Conditioner', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Bidet', 'Shared backyard – Fully fenced']",49,1,1,1,1,1,1,1,0,0,0,1,1,Entire place
NINTH WARD,42.6543178,-73.7818222,54,Private room,Private room in home,1,1.0,1.0,44,1.09,9,4.89,4.84,4.86,352,t,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Outdoor dining area"", ""Dryer"", ""Mini fridge"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Radiant heating"", ""Portable fans"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Paid parking on premises"", ""Cleaning products"", ""Keypad"", ""Outlet covers"", ""Private backyard""]",739722503092755616,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Hair dryer', 'Outdoor dining area', 'Dryer', 'Mini fridge', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Cooking basics', 'Shampoo', 'Iron', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Dining table', 'Stainless steel oven', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Electric stove', 'Radiant heating', 'Portable fans', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Shared patio or balcony', 'Outdoor furniture', 'Books and reading material', 'Clothing storage: closet', 'First aid kit', 'Conditioner', 'Free parking on premises', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Coffee maker: drip coffee maker, Keurig coffee machine', 'Paid parking on premises', 'Cleaning products', 'Keypad', 'Outlet covers', 'Private backyard']",49,1,1,1,1,1,1,1,1,0,0,0,1,Private room
NINTH WARD,42.65569,-73.77685,54,Entire home/apt,Entire rental unit,3,1.0,1.0,21,0.55,9,4.67,4.52,4.62,315,f,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""55 inch HDTV with HBO Max, Netflix, Hulu, Fire TV, Amazon Prime Video, Disney+, Apple TV, Roku"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Stove""]",743600140734706394,"['Smoke alarm', 'Kitchen', 'Clothing storage: closet and dresser', 'Wifi', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', '55 inch HDTV with HBO Max, Netflix, Hulu, Fire TV, Amazon Prime Video, Disney+, Apple TV, Roku', 'Ceiling fan', 'Shampoo', 'Iron', 'Room-darkening shades', 'Cooking basics', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Dining table', 'Heating', 'Smart lock', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Coffee', 'Conditioner', 'Free washer – In unit', 'Window AC unit', 'Dishes and silverware', 'Free parking on premises', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Fire extinguisher', 'Free dryer – In unit', 'Stove']",42,1,1,1,1,1,1,0,0,0,0,0,1,Entire place
SEVENTH WARD,42.6496,-73.76792,102,Entire home/apt,Entire rental unit,2,1.0,1.0,43,1.24,17,4.95,4.93,4.86,345,t,"[""Smoke alarm"", ""Kitchen"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Dining table"", ""Heating"", ""32 inch HDTV with Amazon Prime Video, Netflix, DVD player"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Drying rack for clothing"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products""]",744430701454304507,"['Smoke alarm', 'Kitchen', 'Gas stove', 'Wifi', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Park view', 'Bathtub', 'Cooking basics', 'Shampoo', 'Iron', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Clothing storage', 'Dining table', 'Heating', '32 inch HDTV with Amazon Prime Video, Netflix, DVD player', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Drying rack for clothing', 'Toaster', 'Essentials', 'Coffee', 'Laundromat nearby', 'Books and reading material', 'First aid kit', 'Conditioner', 'Free parking on premises', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Lockbox', 'Fire extinguisher', 'Private backyard – Fully fenced', 'Cleaning products']",48,1,1,1,1,1,1,1,0,0,1,0,1,Entire place
FIFTH WARD,42.66648,-73.76831,30,Entire home/apt,Entire rental unit,4,2.0,1.0,31,0.85,5,4.94,4.9,4.35,362,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""55 inch HDTV"", ""Cooking basics"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Shared backyard \u2013 Fully fenced""]",751421033442627559,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Gas stove', 'Wifi', 'Hot water', 'Private entrance', 'Hair dryer', 'Carbon monoxide alarm', 'Bed linens', '55 inch HDTV', 'Cooking basics', 'Ceiling fan', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Microwave', 'Dining table', 'Stainless steel oven', 'Extra pillows and blankets', 'Long term stays allowed', 'Noise decibel monitors on property', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Books and reading material', 'Clothing storage: closet', 'Central heating', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Keypad', 'Shared backyard – Fully fenced']",38,1,1,1,1,0,0,1,0,0,0,0,1,Entire place
